dt,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
20240827,08:00:57,CNR6607879,2,CID5066795,Go Sedan,Netaji Subhash Place,Udyog Vihar,4.7,30.8,0,0,0,0,0,0,129,12.17,3.2,4.3,Cash
20240403,02:37:27,CNR7009775,3,CID3108401,Auto,Inderlok,Jahangirpuri,10.7,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240116,19:44:09,CNR8242250,2,CID7730703,Auto,Vaishali,IFFCO Chowk,11.3,17.7,0,0,0,0,0,0,246,21.02,4.2,4.3,UPI
20240619,10:29:38,CNR4281307,1,CID5619365,Go Mini,Dwarka Sector 21,IIT Delhi,5.4,19.6,0,0,0,0,1,2,402,18.48,4.3,4.5,Uber Wallet
20240819,17:55:34,CNR9464527,2,CID5004554,Auto,Anand Vihar ISBT,Subhash Nagar,2.8,37.7,0,0,0,0,0,0,389,34.38,4.2,3.8,UPI
20240427,18:52:40,CNR9899023,0,CID6005746,Auto,Welcome,Preet Vihar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241226,17:03:50,CNR8306850,3,CID9358240,Bike,Ashram,Vishwavidyalaya,10.6,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240817,11:55:00,CNR5600023,2,CID3608819,Auto,Tughlakabad,INA Market,11.5,17.1,0,0,0,0,0,0,1009,13.98,4.6,5,Cash
20240807,17:11:43,CNR1851830,2,CID3109127,Go Mini,Tis Hazari,India Gate,8.3,28.2,0,0,0,0,0,0,329,13.9,4.9,4.5,Cash
20240402,06:38:48,CNR9760149,3,CID3632732,Go Sedan,Badshahpur,Mandi House,8.8,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240401,19:36:51,CNR5648476,2,CID4842990,eBike,Dwarka Mor,Mayur Vihar,5.5,31.1,0,0,0,0,0,0,424,44.62,4.1,4.2,Cash
20240414,15:26:55,CNR4983508,2,CID8469734,eBike,Seelampur,Akshardham,12.5,43.4,0,0,0,0,0,0,556,8.95,3.9,4.7,Credit Card
20240904,08:18:10,CNR4714962,2,CID4120095,Go Sedan,Noida Sector 18,Indirapuram,2.5,42.1,0,0,0,0,0,0,510,19.46,4.9,3.6,UPI
20241230,16:43:47,CNR2510161,2,CID6894831,Premier Sedan,Sohna Road,Golf Course Road,7.7,20.5,0,0,0,0,0,0,289,35.7,3.2,4.3,Debit Card
20240112,20:00:21,CNR8663889,2,CID7385212,Go Mini,Seelampur,Civil Lines Gurgaon,9.7,35.7,0,0,0,0,0,0,945,29.72,4.5,4.9,Cash
20240512,15:24:27,CNR8714248,2,CID3014947,Auto,South Extension,Govindpuri,9.6,41,0,0,0,0,0,0,793,2.53,4.5,4.6,Debit Card
20240405,08:19:23,CNR2218516,2,CID6626367,Bike,Rajiv Chowk,Bhiwadi,14.2,34.7,0,0,0,0,0,0,885,34.81,4.3,3.7,UPI
20241122,11:35:47,CNR3825187,2,CID3537458,Go Mini,Badarpur,Maidan Garhi,9,26.3,0,0,0,0,0,0,416,10.56,4.1,3.6,UPI
20240818,02:16:56,CNR3419990,2,CID5507510,Auto,Mansarovar Park,Panipat,4.8,16.6,0,0,0,0,0,0,671,11.02,3.3,4.6,Credit Card
20240521,15:45:13,CNR8572487,2,CID1277782,Go Mini,Patel Chowk,Adarsh Nagar,10,40.5,0,0,0,0,0,0,342,47.45,4.3,4.3,UPI
20240110,12:48:15,CNR9049805,2,CID9175240,Bike,DLF Phase 3,Shahdara,14.9,22.1,0,0,0,0,0,0,51,42.3,3.7,4.9,Cash
20240309,19:26:54,CNR5760856,2,CID9973962,Auto,Sultanpur,Vaishali,14.5,34.9,0,0,0,0,0,0,810,34.68,4.7,4.2,Cash
20241103,14:43:59,CNR9850210,2,CID5151569,Go Sedan,Sushant Lok,MG Road,10.9,19.7,0,0,0,0,0,0,415,34.36,4.3,4.3,UPI
20240208,18:41:49,CNR1020247,2,CID3005904,Go Mini,Sarai Kale Khan,Rohini,12.6,18.1,0,0,0,0,0,0,874,39.63,3.3,5,Credit Card
20241001,20:55:21,CNR8417688,4,CID7802718,Auto,Arjangarh,Saket,13.4,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241215,15:16:17,CNR3306348,3,CID6381431,Auto,Maidan Garhi,Bhiwadi,3.9,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240823,13:09:38,CNR4296776,2,CID2538676,Auto,Maidan Garhi,Botanical Garden,10.4,21.1,0,0,0,0,0,0,188,2.69,4.2,4.6,Debit Card
20240120,22:43:10,CNR8565612,0,CID3168042,Auto,Ambience Mall,Udyog Vihar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240906,11:33:47,CNR9033582,0,CID6770749,Auto,Peeragarhi,Khan Market,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240216,12:13:07,CNR4147025,0,CID7853564,Go Mini,Sonipat,Vinobapuri,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240404,08:44:01,CNR6248050,2,CID4767189,Go Mini,Green Park,Kherki Daula Toll,10,22.1,0,0,0,0,0,0,462,2.58,4.5,3.8,Credit Card
20241208,11:32:06,CNR1412027,3,CID1516100,Go Mini,Civil Lines Gurgaon,Basai Dhankot,10.1,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240225,20:56:28,CNR2495782,2,CID5735958,Auto,Badarpur,Arjangarh,3,36.5,0,0,0,0,0,0,398,48.91,4.5,3.2,UPI
20241209,19:03:52,CNR8214202,2,CID1667799,Auto,Jhilmil,Udyog Bhawan,12.8,42.8,0,0,0,0,0,0,745,25.74,3.9,4.8,UPI
20240604,20:27:47,CNR2662121,2,CID3908393,Go Mini,Panipat,Green Park,13,15.4,0,0,0,0,0,0,160,2.49,4.3,3.2,UPI
20240806,17:13:52,CNR1923183,3,CID1711557,Go Sedan,Greater Noida,Tilak Nagar,9.7,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240211,16:54:36,CNR9460698,2,CID5413414,Auto,Madipur,Uttam Nagar,14.8,25.7,0,0,0,0,0,0,626,2.51,3.2,4.2,Uber Wallet
20241209,18:38:06,CNR9904451,2,CID6460324,Bike,Faridabad Sector 15,Dwarka Mor,7.5,20.2,0,0,0,0,0,0,330,12.49,3.8,4.7,UPI
20241209,15:28:13,CNR3658989,3,CID7347314,Go Mini,Malviya Nagar,Ashok Vihar,3.1,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240622,10:10:17,CNR7734298,1,CID6267315,Auto,Greater Kailash,Sohna Road,6,20,0,0,0,0,1,3,394,5.55,4.3,4.5,Uber Wallet
20240423,22:28:33,CNR6763685,3,CID1593466,Bike,Paharganj,Arjangarh,10.3,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240501,04:43:37,CNR7320134,3,CID3623166,Bike,Greater Kailash,Khan Market,5,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20241214,19:35:12,CNR8735357,2,CID5820441,Go Sedan,Bhiwadi,Sushant Lok,5.1,27.8,0,0,0,0,0,0,1227,46.34,3.9,4.2,Cash
20241211,07:47:27,CNR3621459,2,CID1862113,eBike,Huda City Centre,MG Road,13.5,38.1,0,0,0,0,0,0,586,49.57,4.2,4.7,UPI
20241016,12:56:41,CNR1202016,1,CID5717405,Auto,Kashmere Gate,Botanical Garden,8,28.2,0,0,0,0,1,2,200,17.56,4.3,4.5,Credit Card
20240329,19:40:01,CNR8749948,2,CID4481745,Go Sedan,Jama Masjid,Kalkaji,4,23.8,0,0,0,0,0,0,402,38.66,4.2,4.9,UPI
20240712,14:17:07,CNR7621739,2,CID2461650,Go Mini,Narsinghpur,Ghitorni,11.3,34.5,0,0,0,0,0,0,363,45.55,4.2,4.6,Uber Wallet
20240821,18:02:56,CNR5547483,2,CID8512362,Auto,Noida Sector 62,Preet Vihar,5.5,30.8,0,0,0,0,0,0,227,27.08,4.1,4,Uber Wallet
20240407,11:08:58,CNR1483931,3,CID4617964,Bike,Panchsheel Park,Sohna Road,5.4,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240505,22:46:49,CNR9921098,4,CID6945289,Go Sedan,Govindpuri,IMT Manesar,6.1,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241027,02:33:53,CNR5627695,2,CID6466055,Auto,Vishwavidyalaya,Narsinghpur,13.7,33.1,0,0,0,0,0,0,600,22.73,4.3,4.7,UPI
20240801,08:49:53,CNR7247584,1,CID6690461,Auto,Udyog Vihar,Ramesh Nagar,7.7,16,0,0,0,0,1,3,288,15.75,4.3,4.5,Credit Card
20240725,12:57:11,CNR7346646,2,CID6248192,Premier Sedan,Panchsheel Park,Mansarovar Park,7.1,42.5,0,0,0,0,0,0,477,5.74,4.6,4.4,UPI
20241214,10:45:39,CNR4266728,2,CID4314649,Bike,Ambience Mall,Patel Chowk,5.6,33.3,0,0,0,0,0,0,294,29.1,4.4,4.1,Debit Card
20240715,04:29:27,CNR1519480,2,CID3379619,Go Mini,Welcome,Shastri Park,10.3,32.9,0,0,0,0,0,0,384,41.54,3.4,4.3,UPI
20240103,20:11:13,CNR6888532,2,CID5744110,eBike,Anand Vihar,Shahdara,13.6,28,0,0,0,0,0,0,508,38.68,4.3,4.5,UPI
20241218,17:01:26,CNR2839024,2,CID2185998,Bike,Peeragarhi,Basai Dhankot,2.3,43.4,0,0,0,0,0,0,137,35.36,4.2,4.5,Cash
20241005,13:08:52,CNR7261417,2,CID1123112,Premier Sedan,Basai Dhankot,Inderlok,11.4,16,0,0,0,0,0,0,285,14.75,4.4,4.6,UPI
20240118,23:15:02,CNR2078338,2,CID6130204,Go Mini,Green Park,Greater Kailash,7.5,39.3,0,0,0,0,0,0,223,40.44,3.9,4.2,UPI
20240112,17:17:50,CNR1113285,3,CID1771501,Auto,Noida Extension,Kalkaji,6.8,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240803,17:39:25,CNR7569912,2,CID5716363,Auto,Pragati Maidan,Huda City Centre,2.3,40.5,0,0,0,0,0,0,533,17.66,4.6,4.6,UPI
20240421,22:11:01,CNR1193772,2,CID2797541,Premier Sedan,Badshahpur,Rajiv Chowk,7.5,26.6,0,0,0,0,0,0,610,35.11,4.2,4.6,Uber Wallet
20240511,17:35:31,CNR3619572,2,CID4844897,Premier Sedan,Model Town,Panchsheel Park,3.8,29.3,0,0,0,0,0,0,1418,22.15,4.5,4.4,Cash
20240411,20:38:02,CNR3925816,2,CID9677015,Auto,Khan Market,Arjangarh,6.4,29.4,0,0,0,0,0,0,132,10.76,4.7,3.8,UPI
20240728,15:00:43,CNR7706032,2,CID8465347,Auto,Saket A Block,Ashok Vihar,11.9,27.5,0,0,0,0,0,0,345,28.01,3,4.9,UPI
20240818,08:47:52,CNR5468663,2,CID7902214,Bike,Panchsheel Park,Chandni Chowk,4.8,16.6,0,0,0,0,0,0,1011,38.44,4.7,4,UPI
20240709,12:15:59,CNR4706474,2,CID8957097,Auto,INA Market,Mayur Vihar,9.5,38.4,0,0,0,0,0,0,233,27.69,4.4,4.4,UPI
20240905,19:09:01,CNR9915011,0,CID4993109,Go Sedan,Central Secretariat,Hauz Rani,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240113,20:00:16,CNR6331389,2,CID2171148,Bike,Samaypur Badli,Vidhan Sabha,7.1,41.8,0,0,0,0,0,0,647,31.04,4.2,4.3,Cash
20240430,17:32:16,CNR6509642,2,CID1118804,Auto,Narsinghpur,Gwal Pahari,5,23.6,0,0,0,0,0,0,1188,40.94,3.7,4.4,UPI
20241215,19:05:37,CNR5312762,1,CID4147091,Uber XL,Janakpuri,Rithala,3.5,22.9,0,0,0,0,1,3,519,8.95,4.3,4.5,Debit Card
20241014,00:29:04,CNR7324169,2,CID5380994,Uber XL,Keshav Puram,Pulbangash,11.1,20.9,0,0,0,0,0,0,104,22.71,4.2,4.3,UPI
20240902,13:34:30,CNR8304646,3,CID8510184,Go Mini,IMT Manesar,DLF City Court,7.9,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240508,08:59:44,CNR5858378,2,CID3232795,Premier Sedan,Greater Noida,Pataudi Chowk,3.5,31.4,0,0,0,0,0,0,351,24.76,3.7,4.3,Credit Card
20240321,20:55:10,CNR5845249,2,CID8676088,Bike,Panchsheel Park,Basai Dhankot,2.3,40.5,0,0,0,0,0,0,328,33.35,4.2,4.8,Credit Card
20240712,09:54:53,CNR9260383,1,CID3265242,Uber XL,Patel Chowk,Vatika Chowk,8.2,16.3,0,0,0,0,1,2,334,5.61,4.3,4.5,UPI
20240320,09:03:24,CNR4478768,2,CID8845679,Go Sedan,New Colony,Hauz Khas,5,21.5,0,0,0,0,0,0,891,31.7,4.9,4,Debit Card
20240525,17:10:23,CNR6468768,2,CID8297092,Go Sedan,Karkarduma,MG Road,13.3,35.5,0,0,0,0,0,0,670,37.01,4.2,4.7,Cash
20241030,18:52:56,CNR1205811,0,CID4699761,Go Mini,Preet Vihar,Sultanpur,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241020,10:33:44,CNR8747227,2,CID8769588,Go Mini,Anand Vihar,Ghaziabad,13.2,36.2,0,0,0,0,0,0,536,44.16,4.2,3.2,UPI
20241120,22:49:05,CNR5560817,2,CID8392366,Go Sedan,Qutub Minar,Shastri Nagar,13.6,23.3,0,0,0,0,0,0,116,13.74,4.3,4.5,UPI
20240612,11:05:37,CNR4740922,2,CID6047210,Bike,Basai Dhankot,Lajpat Nagar,2.2,39.2,0,0,0,0,0,0,573,20.24,3.3,4.1,Uber Wallet
20241120,20:46:38,CNR1344806,2,CID1455632,Auto,Dwarka Mor,MG Road,10.1,24.1,0,0,0,0,0,0,638,7.14,4.2,4.2,Cash
20241202,13:08:33,CNR2807765,2,CID3653664,Bike,Keshav Puram,Noida Sector 62,10.7,15.5,0,0,0,0,0,0,141,4.77,3.9,4.6,UPI
20241216,21:53:10,CNR2501111,2,CID7881662,Premier Sedan,Rohini West,Seelampur,8.2,38,0,0,0,0,0,0,247,20.2,4.3,4.9,UPI
20240925,17:59:16,CNR1258722,2,CID4331540,Uber XL,Udyog Vihar,Janakpuri,10.4,26.7,0,0,0,0,0,0,286,25.93,4.3,4.6,Uber Wallet
20240306,13:06:00,CNR8499283,2,CID5073420,Bike,Paharganj,Madipur,14.4,43.3,0,0,0,0,0,0,302,32.2,4.3,4.3,UPI
20240824,14:20:11,CNR9990713,2,CID2454867,Auto,Arjangarh,Mundka,5,42.8,0,0,0,0,0,0,1244,31.62,4.2,4.5,Cash
20241031,10:22:17,CNR6514646,2,CID5661214,Auto,Chandni Chowk,South Extension,12.7,31.5,0,0,0,0,0,0,1225,44.31,4.6,4.6,Cash
20240401,23:47:32,CNR4552378,3,CID8326616,Go Sedan,Akshardham,Hauz Khas,10.6,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20241222,19:53:56,CNR4174823,2,CID5623690,Go Mini,Khandsa,Qutub Minar,6.1,24.4,0,0,0,0,0,0,510,45.04,4.1,4.9,UPI
20240624,08:05:34,CNR6152877,2,CID5366921,Auto,Ashok Park Main,Khan Market,13.4,19.2,0,0,0,0,0,0,288,41.06,4.4,3.4,Uber Wallet
20240713,07:43:37,CNR5699565,2,CID8855649,Premier Sedan,Pataudi Chowk,IFFCO Chowk,7.6,39.1,0,0,0,0,0,0,1450,35.07,4.1,4.7,Debit Card
20240801,08:50:33,CNR2625371,2,CID4255712,Premier Sedan,Mandi House,Madipur,12.4,39.9,0,0,0,0,0,0,222,47.7,4.6,4.6,UPI
20240920,19:10:38,CNR2229308,1,CID1981022,Premier Sedan,Rohini West,Udyog Bhawan,6.5,10.6,0,0,0,0,1,1,394,18.12,4.3,4.5,Uber Wallet
20240227,12:16:31,CNR4297663,0,CID7706424,Auto,Vatika Chowk,Okhla,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241122,06:16:52,CNR6148422,1,CID8674983,Bike,Saket,RK Puram,9.6,19,0,0,0,0,1,2,409,7.37,4.3,4.5,UPI
20240127,05:52:53,CNR5328767,3,CID6255375,Go Sedan,Sonipat,Vasant Kunj,11.6,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240419,10:15:02,CNR2982604,2,CID2225745,Auto,Sadar Bazar Gurgaon,DLF Phase 3,2.9,25.6,0,0,0,0,0,0,363,49.54,4,4.6,Uber Wallet
20241015,21:11:29,CNR2222025,3,CID1376956,Auto,Dwarka Sector 21,Kashmere Gate,4.6,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20241014,16:04:09,CNR2277308,2,CID5030099,Bike,Ardee City,Pragati Maidan,5.2,36.9,0,0,0,0,0,0,184,19.43,4,4.3,Debit Card
20241116,17:06:31,CNR5949866,2,CID2572561,Auto,Ashok Vihar,Punjabi Bagh,5.4,34.4,0,0,0,0,0,0,278,25.37,4.3,4.4,Uber Wallet
20240808,13:02:28,CNR9955322,2,CID4156201,eBike,Shahdara,Akshardham,14.1,41.6,0,0,0,0,0,0,144,4.13,4.3,3.9,Cash
20240826,17:27:59,CNR2859177,3,CID1619035,Go Sedan,GTB Nagar,Sarai Kale Khan,7.6,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240310,09:38:58,CNR1129335,2,CID2141001,Uber XL,Udyog Bhawan,Yamuna Bank,12.3,41.5,0,0,0,0,0,0,812,38.66,4.4,4.5,UPI
20241208,11:29:45,CNR7879648,2,CID9042280,Go Mini,Punjabi Bagh,Shastri Nagar,8.1,15.9,0,0,0,0,0,0,380,6.68,3.7,4.6,Cash
20240316,11:40:26,CNR6922668,3,CID4998431,Bike,MG Road,Sushant Lok,5.7,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20241122,07:45:05,CNR5309842,2,CID1853470,Bike,Pataudi Chowk,Rithala,9.9,38.8,0,0,0,0,0,0,451,24.17,4.3,5,UPI
20240414,21:28:33,CNR3687004,4,CID1843023,Auto,Panchsheel Park,Barakhamba Road,7.4,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240703,15:37:04,CNR1750637,2,CID2336018,Auto,Old Gurgaon,Vinobapuri,3,44.6,0,0,0,0,0,0,232,22.55,4.9,4.9,Cash
20240419,09:12:52,CNR7942696,0,CID8123805,Auto,Rohini West,Madipur,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240307,11:11:11,CNR7418702,2,CID2715651,Go Sedan,Yamuna Bank,Tagore Garden,3.3,28,0,0,0,0,0,0,261,2.22,4.6,3,UPI
20240407,05:23:56,CNR6520659,3,CID1000971,Go Mini,Ramesh Nagar,GTB Nagar,5.2,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240928,08:06:30,CNR6670688,3,CID7431158,Bike,Anand Vihar,Old Gurgaon,7.1,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20241228,16:26:26,CNR5147852,3,CID6593081,Bike,Tis Hazari,Sohna Road,5.9,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240128,19:19:01,CNR9665110,2,CID9523808,Go Sedan,Greater Noida,Paschim Vihar,5.2,38.8,0,0,0,0,0,0,450,29.86,4.2,4.8,Cash
20241226,16:47:13,CNR2587791,3,CID7235020,eBike,Sikanderpur,Okhla,7.6,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240828,00:17:20,CNR2851825,2,CID2286315,Auto,Patel Chowk,Rohini East,9.6,22.1,0,0,0,0,0,0,149,34.03,4,4.7,UPI
20240904,21:43:37,CNR8583491,2,CID1652253,Go Sedan,Karkarduma,Peeragarhi,13,35.2,0,0,0,0,0,0,500,23.4,4.3,4.8,UPI
20241206,08:36:08,CNR7124422,2,CID8197010,Go Sedan,Rohini West,Pragati Maidan,13.6,28.3,0,0,0,0,0,0,409,23.29,4.4,4.5,Cash
20240327,08:39:08,CNR3620982,3,CID9858985,eBike,Panchsheel Park,Vishwavidyalaya,5.6,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240527,20:59:16,CNR9788347,2,CID8844958,Premier Sedan,Dilshad Garden,Patel Chowk,11.5,35.3,0,0,0,0,0,0,438,19.1,4.9,4.9,UPI
20241124,05:27:08,CNR4247356,2,CID2188119,Go Sedan,Golf Course Road,Ghitorni,8.4,16.3,0,0,0,0,0,0,746,42.65,3.9,4.2,UPI
20241228,18:35:49,CNR5337092,2,CID6240657,Premier Sedan,Rajouri Garden,Old Gurgaon,7.8,42,0,0,0,0,0,0,193,17.9,4.3,4.1,Cash
20240328,05:01:35,CNR9276478,3,CID6831880,Go Sedan,DLF Phase 3,Khan Market,5,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240219,08:06:33,CNR8823359,2,CID6495597,Bike,Anand Vihar,Raj Nagar Extension,10.3,30.4,0,0,0,0,0,0,279,47.21,4.3,4.6,Uber Wallet
20240208,10:54:16,CNR4628082,2,CID3278107,Premier Sedan,Hero Honda Chowk,New Delhi Railway Station,11.1,33.5,0,0,0,0,0,0,191,45.27,4.2,4.9,Cash
20240706,08:48:25,CNR6759803,4,CID2666483,Auto,Noida Extension,Saket,9,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240912,08:05:42,CNR1489541,4,CID3850274,Go Sedan,Keshav Puram,Khandsa,5.9,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240323,16:05:07,CNR2204314,2,CID1458494,Premier Sedan,Maidan Garhi,Rohini West,5,36,0,0,0,0,0,0,476,4.67,4.3,4.6,UPI
20240111,14:31:14,CNR1012046,2,CID4985520,Go Sedan,Lok Kalyan Marg,Tughlakabad,4.5,18.7,0,0,0,0,0,0,98,41.58,4,4.2,Cash
20240220,06:31:25,CNR6640216,2,CID2363317,Bike,Huda City Centre,Anand Vihar ISBT,2,17.7,0,0,0,0,0,0,514,3.9,4.9,4.7,UPI
20240221,14:55:29,CNR2982321,2,CID3954898,Premier Sedan,Udyog Bhawan,Vinobapuri,11.3,39.6,0,0,0,0,0,0,385,32.45,4.2,4.9,UPI
20241107,16:14:20,CNR3642984,2,CID6605542,Bike,Ghaziabad,Gurgaon Railway Station,7.7,35,0,0,0,0,0,0,139,26.3,3.6,4.2,Cash
20240110,11:37:49,CNR6601584,2,CID6802320,Go Sedan,GTB Nagar,Laxmi Nagar,9.1,15.6,0,0,0,0,0,0,336,11.3,4.3,4.3,Cash
20241019,16:57:26,CNR1282174,4,CID2373262,Auto,Rajouri Garden,Vaishali,13.2,28.8,1,4,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241102,19:21:44,CNR3960915,2,CID7356614,Go Mini,Arjangarh,Sonipat,7.1,27.3,0,0,0,0,0,0,406,8.13,4.6,4.7,UPI
20240630,05:46:33,CNR5779685,2,CID4530756,Go Mini,Anand Vihar ISBT,Akshardham,10.2,29.8,0,0,0,0,0,0,587,25.1,4.6,4.9,Cash
20240708,19:29:51,CNR5210692,3,CID7288922,Premier Sedan,Model Town,Khan Market,11.2,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240814,20:50:38,CNR3280147,2,CID1235656,Go Mini,Kashmere Gate ISBT,Inderlok,5.7,26,0,0,0,0,0,0,487,40.53,3.8,4.1,Uber Wallet
20240225,00:06:29,CNR2797748,2,CID7891005,Auto,Adarsh Nagar,Nawada,6.2,15.2,0,0,0,0,0,0,303,20.71,4.3,4.9,UPI
20240619,12:12:43,CNR7629068,2,CID9543493,Auto,Lok Kalyan Marg,Rajiv Nagar,7.6,23.6,0,0,0,0,0,0,417,31.63,4.6,4.9,Cash
20240626,12:42:55,CNR3196016,2,CID9909601,Bike,Maidan Garhi,Ambience Mall,6.1,28.8,0,0,0,0,0,0,462,32.96,3.7,4.7,UPI
20240508,14:39:09,CNR2236802,2,CID1620861,Go Mini,Mandi House,Mehrauli,4.6,27.7,0,0,0,0,0,0,413,11.96,4.6,4.3,UPI
20241227,15:15:17,CNR1954429,0,CID4485769,Go Mini,Tughlakabad,Udyog Vihar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240520,14:57:10,CNR2879455,2,CID7688037,Bike,Udyog Bhawan,GTB Nagar,11.3,38.1,0,0,0,0,0,0,58,27.06,3.4,4.5,UPI
20240205,15:21:28,CNR4977801,2,CID4045253,Auto,Hauz Rani,Sonipat,8.6,30.1,0,0,0,0,0,0,359,3.02,3.6,3.3,Credit Card
20240419,20:30:57,CNR5108807,2,CID7549817,Auto,Vatika Chowk,Tughlakabad,3.7,31.1,0,0,0,0,0,0,374,29.75,4.8,5,UPI
20240814,15:39:41,CNR2080881,0,CID2229424,Go Sedan,Sushant Lok,Sarojini Nagar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240528,13:19:02,CNR5566997,3,CID8133943,Go Mini,Badshahpur,Ashok Park Main,6,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240220,07:53:37,CNR1928019,2,CID1109404,Go Mini,Seelampur,IFFCO Chowk,4.1,43.6,0,0,0,0,0,0,58,25.29,4.2,4.5,UPI
20240608,08:19:38,CNR7633793,3,CID5905669,Premier Sedan,Udyog Vihar Phase 4,Gwal Pahari,8.2,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240804,19:46:40,CNR7353940,2,CID7791686,Auto,Moti Nagar,Hauz Rani,10,34.4,0,0,0,0,0,0,375,8.06,4.3,4.2,UPI
20240710,18:52:34,CNR2162073,0,CID8713721,Auto,Vatika Chowk,Kanhaiya Nagar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240524,12:20:34,CNR5813606,2,CID9575044,Go Sedan,AIIMS,Paharganj,2.7,34.3,0,0,0,0,0,0,956,21.97,3.8,4.6,UPI
20240920,16:02:07,CNR7982164,1,CID2701816,Bike,Shivaji Park,Vinobapuri,7.7,26.1,0,0,0,0,1,2,222,9.21,4.3,4.5,UPI
20240226,17:56:30,CNR9721598,2,CID6463412,Premier Sedan,MG Road,Preet Vihar,8.2,24,0,0,0,0,0,0,432,48.52,4.3,4.8,Cash
20240706,00:14:58,CNR4296282,2,CID1398768,Go Sedan,Model Town,Lajpat Nagar,6.1,40.6,0,0,0,0,0,0,433,24.61,4.7,4.6,UPI
20240216,14:53:40,CNR5166894,2,CID9958422,Bike,Meerut,Sohna Road,4.1,16.3,0,0,0,0,0,0,979,10.26,4.6,4.4,UPI
20240503,08:32:36,CNR2654165,3,CID5164711,Premier Sedan,Nawada,Welcome,4.8,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20241105,03:10:29,CNR6622421,2,CID8157101,Auto,Nawada,Tughlakabad,5.4,42.4,0,0,0,0,0,0,330,38.29,4.3,4.9,Cash
20240404,20:19:10,CNR2542749,2,CID2113231,Go Sedan,Vidhan Sabha,MG Road,12,42.2,0,0,0,0,0,0,337,22.31,3.8,4.2,Cash
